,created_at,noClean_tweet,location,verified,source,retweet_count,sentiments,word_count,text
1094,2019-10-07 14:09:44,This expose makes me so happy. When your cup is full #sex4grades https://t.co/Qza4fgNVzn,Ghana,False,Twitter for Android,8,positive,13,expose make happy cup full sex4grades
1095,2019-10-07 14:09:41,Mr lecturer grade me with your pen and not your p*nis! My grain should be graded and not my body. @YAFng… https://t.co/n5mOfLrD0G,uyo,False,Twitter for iPhone,0,neutral,22,mr lecturer grade pen p ni grain graded body yafng
1098,2019-10-07 14:06:12,"@omaakatugba 
@kelonline 
@Kelvin_Davids 
@NEOx2x 
Please read this
#WhatIf #Sex4Grades https://t.co/vsJRJPoXK4",lagos,False,Twitter for Android,0,neutral,9,omaakatugba kelonline kelvin david neox2x please read whatif sex4grades
1099,2019-10-07 14:05:44,"If we care about our reputations so much, we will do the right things all the time.
One concept that guides me in l… https://t.co/053cout9dn","Accra,Ghana",False,Twitter for iPhone,5,positive,24,care reputation much right thing time one concept guide l
1103,2019-10-07 14:00:12,"Wow Wow ...
Yesterday #UEW was fire works 
The students came in their numbers.. And the presentation was awesome...… https://t.co/fcmOkK6pSk","Accra, Ghana",False,Twitter for Android,1,positive,19,wow wow yesterday uew fire work student came number presentation awesome
1105,2019-10-07 13:56:53,This shit is wrong now Africa degree sef won't even be recognized. #Sex4grades,,False,Twitter Web App,0,negative,13,shit wrong africa degree sef even recognized sex4grades
1106,2019-10-07 13:56:35,@Dr_Drilla #sex4grades🤣,BL-0061-6550,False,Twitter for Android,0,neutral,2,dr drilla sex4grades
1107,2019-10-07 13:55:23,"#WhatIf I am a Lady? Ihope I don't have to deal with this #Sex4Grades

https://t.co/rYYaoTzTct https://t.co/Yc6AR1u7NU","Lagos, Nigeria",False,Twitter Web App,1,neutral,15,whatif lady ihope deal sex4grades
1109,2019-10-07 13:52:42,"Just for 5 minute pleasure, you ruin your career, you disgrace your family and you bring shame to your faith.

#sex4grades",Nigeria,False,Twitter for iPhone,0,neutral,20,5 minute pleasure ruin career disgrace family bring shame faith sex4grades
1110,2019-10-07 13:48:19,"Law exams koraaa plenty people failed na #Sex4Grades🤣🤣🤣🤣

#SexForGrades https://t.co/k5urwxfAEI",,False,Twitter for Android,0,negative,9,law exam koraaa plenty people failed na sex4grades sexforgrades
1112,2019-10-07 13:45:53,"Can I be your side nigga asem bi sa
#whodeyeat 
#sex4grades https://t.co/pBc0E1aKpS","Greater Accra, Ghana",False,Twitter for Android,0,neutral,11,side nigga asem bi sa whodeyeat sex4grades
1113,2019-10-07 13:45:00,A lot of students have suffered physical and psychological trauma from sexual harassment and are scared to speak up… https://t.co/6Da3rDUdBp,uyo,False,Twitter for iPhone,7,positive,20,lot student suffered physical psychological trauma sexual harassment scared speak
1114,2019-10-07 13:41:22,"Some ladies in Universities are as guilty of offering Sex to lectures as lecturers demanding for sex from them for grades. 

#sex4grades",accra ,False,Twitter for Android,0,negative,22,lady university guilty offering sex lecture lecturer demanding sex grade sex4grades
1115,2019-10-07 13:37:44,"See back in school at UPSA eee, we knew lecturers who were guilty of this #sex4grades shit. Same way we knew Ladies… https://t.co/KlkWZod6GE",accra ,False,Twitter for Android,0,negative,23,see back school upsa eee knew lecturer guilty sex4grades shit way knew lady
1116,2019-10-07 13:35:06,"Can I be your side nigga  asem bi sa 😹😹😹
#whodeyeat 
#sex4grades https://t.co/Cd8o8I6IEb","Greater Accra, Ghana",False,Twitter for Android,0,neutral,13,side nigga asem bi sa whodeyeat sex4grades
1117,2019-10-07 13:34:07,"Errrr!!! My lectures don't be ashamed, this one de3 e be give and take affairs. Even Akkufo Addo or any of his mini… https://t.co/yCJfyd0Odb","Accra, Ghana",False,Twitter for Android,0,neutral,24,errrr lecture ashamed one de3 e give take affair even akkufo addo mini
1119,2019-10-07 13:32:09,Sad. These sexual predators are always known for finding ways to ingratiate themselves to vulnerable and impression… https://t.co/hU9Skpjkey,Nigeria,False,Twitter for Android,0,negative,18,sad sexual predator always known finding way ingratiate vulnerable impression
1120,2019-10-07 13:31:31,"A lot is wrong with the generation that had free education, free meal and multiple job offers immediately after gra… https://t.co/up2FpxFNRB","Lekki, Nigeria",False,Twitter for Android,1,positive,21,lot wrong generation free education free meal multiple job offer immediately gra
1121,2019-10-07 13:29:28,#sex4grades IN #Ghana62YearsOn is not limited to edu' rather entire public /civil &amp; private sectors inclusive of re… https://t.co/lzOQQsTVKn,Kumasi. Accra.GH,False,Twitter Web App,0,negative,19,sex4grades ghana62yearson limited edu rather entire public civil amp private sector inclusive
1124,2019-10-07 13:28:32,If you tweet your opinion about this #Sex4grades thing p3. Then people start labelling you as dumb and unintelligen… https://t.co/rdYkma9Y21,"Akropong, Ghana",False,Twitter for Android,0,negative,20,tweet opinion sex4grades thing p3 people start labelling dumb unintelligen
1125,2019-10-07 13:27:12,"@ojochideobidi The fact that u didn't experience it doesn't mean it doesn't happen.
It was/is prevalent in my Alma… https://t.co/Pd1y3fbp48","Abuja, Nigeria",False,Twitter for Android,0,negative,19,ojochideobidi fact u experience mean happen prevalent alma
1127,2019-10-07 13:17:59,"If you know the way some squad bore secof this exposé.....

Demma first class all dey come end that😂😂💔💔💔💔

This sem… https://t.co/GvSmp0GzTm","Accra, Ghana",False,Twitter for Android,0,positive,20,know way squad bore secof expo demma first class dey come end sem
1132,2019-10-07 13:13:28,"@onyeka__ @ojochideobidi Lol I was also laughing in that narrative... My dear prayer is the key, it worked, it alwa… https://t.co/ULPPq9l3EQ",,False,Twitter for Android,1,positive,21,onyeka ojochideobidi lol also laughing narrative dear prayer key worked alwa
1133,2019-10-07 13:13:20,"Same period, I went to a lecturer to talk to him about my grades and negotiate a settlement price. He told me korko… https://t.co/WMJLp3MeND",Midgard,False,Twitter Web App,0,neutral,24,period went lecturer talk grade negotiate settlement price told korko
1134,2019-10-07 13:13:19,"He yelled at me and told me to never ever set foot into his office or call him again, ever.  I was shook… https://t.co/z5xnmZ1ooL",Midgard,False,Twitter Web App,0,neutral,25,yelled told never ever set foot office call ever shook
1135,2019-10-07 13:13:18,"Met with him and he categorically told me that in order to effect the switch, I'd have to settle him, to which I ag… https://t.co/KVDv3Q3S6O",Midgard,False,Twitter Web App,0,neutral,25,met categorically told order effect switch settle ag
1136,2019-10-07 13:13:17,"At the tail end of my stay in Uniben, I was running around to see if I could switch courses being that I had failed… https://t.co/PFxuFkElbv",Midgard,False,Twitter Web App,0,negative,26,tail end stay uniben running around see could switch course failed
1137,2019-10-07 13:13:17,"Plus Lecturers, by policy, were required to justify every A grade given to students.....so if it was too much stres… https://t.co/LtOoJJyGi2",Midgard,False,Twitter Web App,0,positive,21,plus lecturer policy required justify every grade given student much stres
1138,2019-10-07 13:13:14,"The settlement fees varied based on the timing and the kind of grade you wanted. If you paid before exams, it was s… https://t.co/gb3wevMLGv",Midgard,False,Twitter Web App,0,positive,24,settlement fee varied based timing kind grade wanted paid exam
1139,2019-10-07 13:13:14,"Of course, the class reps had their own cut and it was often to their discretion who's name made it to the lecturer… https://t.co/uhEtgTRbez",Midgard,False,Twitter Web App,0,neutral,24,course class rep cut often discretion name made lecturer
1140,2019-10-07 13:13:11,"So here's how it worked back then: In order to pass a course, especially a difficult course, you had to ""settle"" th… https://t.co/20BbcN4R2l",Midgard,False,Twitter Web App,0,negative,23,worked back order pas course especially difficult course settle th
1141,2019-10-07 13:13:11,"I remember a time a lecturer would come to class and boldly announce that 
""A is for God 
B is for Blessings
C is f… https://t.co/248FQooGy6",Midgard,False,Twitter Web App,0,positive,25,remember time lecturer would come class boldly announce god b blessing c f
1142,2019-10-07 13:13:10,"Prior to that, I had attempted to switch courses but it ended in tears. Students had to pay to effect course switch… https://t.co/ZXORcAJxiV",Midgard,False,Twitter Web App,0,neutral,23,prior attempted switch course ended tear student pay effect course switch
1143,2019-10-07 13:13:09,"Right after 300L, the exam format was Theory instead of German obj or regular OBJ. This meant that we'd actually ha… https://t.co/TiiPWIUo9J",Midgard,False,Twitter Web App,1,positive,22,right 300l exam format theory instead german obj regular obj meant actually ha
1144,2019-10-07 13:13:09,"So it's no news that I'm a #Uniben dropout. I was in a school , studying a course I had no affinity for, the living… https://t.co/XRGZ9YlQFF",Midgard,False,Twitter Web App,2,neutral,26,news uniben dropout school studying course affinity living
1146,2019-10-07 13:07:47,it wll be more than kyeiwaa part 15😂🤣 #BigMad #Sex4Grades https://t.co/Vj5d92uW52,BL-0061-6550,False,Twitter for Android,0,neutral,11,wll kyeiwaa part 15 bigmad sex4grades
1148,2019-10-07 13:01:53,Lecturers are waiting for their results. #sex4grades,"Tema, Ghana",False,Twitter for Android,0,neutral,7,lecturer waiting result sex4grades
1153,2019-10-07 12:57:49,@Zlatan_Ibile this is when we need you and your creativity... #sex4grades,,False,Twitter for iPhone,0,neutral,11,zlatan ibile need creativity sex4grades
1154,2019-10-07 12:56:27,"@NwaAdaMazii Let him sow what he seeds, what if it were u, the victim! or worst case, ur mother fall into his trap!… https://t.co/rJAcY6AOP0","Pantami,Gombe",False,Mobile Web (M2),0,negative,24,nwaadamazii let sow seed u victim worst case ur mother fall trap
1158,2019-10-07 12:50:28,#Sex4Grades herrr Ghana🇬🇭 is under fire🔥,BL-0061-6550,False,Twitter for Android,0,neutral,6,sex4grades herrr ghana fire
1159,2019-10-07 12:48:58,"@SavvyRinu if it were you the victim, or ur blood relation(siblin), would u still say this? Or MAY BE, pour a chemi… https://t.co/ewky1j5WaG","Pantami,Gombe",False,Mobile Web (M2),0,negative,23,savvyrinu victim ur blood relation siblin would u still say may pour chemi
1164,2019-10-07 12:46:02,I think students/ex-students should start putting up the names of the lecturers that are harassing/harassed them wh… https://t.co/u013KtVNXu,Seventh Heaven,False,Twitter for Android,3,neutral,18,think student ex student start putting name lecturer harassing harassed wh
1167,2019-10-07 12:43:57,"Take ya pussy come for grades 🤣🤣🤣🤣
Hrrr@ DrButakor woy3 swine wati🤣🤣🤣

@Y102.fm
@Dainjunior
@spice
@Veravee20… https://t.co/xtOXAv45FN",Abuakwa Kumasi (Ashanti) ,False,Mobile Web (M2),0,neutral,12,take ya pussy come grade hrrr drbutakor woy3 swine wati y102 fm dainjunior spice veravee20
1170,2019-10-07 12:41:59,"In this 21st Century
If you still think what a lady puts on means she’s giving you a signal to sleep with her or pr… https://t.co/fO9kFcto8u","Benin-City, Nigeria",False,Twitter for Android,28,negative,25,21st century still think lady put mean giving signal sleep pr
1171,2019-10-07 12:40:03,@ushenelo @moskedapages The 8th assembly passed a bill that criminalized lecturer/students relationship  or #sex4grades,World wide,False,Twitter for Android,0,neutral,15,ushenelo moskedapages 8th assembly passed bill criminalized lecturer student relationship sex4grades
1178,2019-10-07 12:32:00,#Sex4grades  oh hail all the feminists here... rise and shine😂😂😂😂,"Akropong, Ghana",False,Twitter for Android,0,neutral,11,sex4grades oh hail feminist rise shine
1179,2019-10-07 12:30:39,I see Thunder is trending #sexforgrades #sex4grades,Lagos,False,Twitter for iPhone,1,neutral,7,see thunder trending sexforgrades sex4grades
1180,2019-10-07 12:29:09,"@BBCAfrica @BBCWorld we can't wait for your investigative documentary about #Sex4grades in Havard,Cambridge,Oxford… https://t.co/7gsFaMLinl","Akropong, Ghana",False,Twitter for Android,0,neutral,14,bbcafrica bbcworld wait investigative documentary sex4grades havard cambridge oxford
1181,2019-10-07 12:23:21,"@elafriyie_jnr No mind them. Instead of teaching them, they r competing with us #Sex4grades",Nigeria,False,Twitter for Android,0,neutral,14,elafriyie jnr mind instead teaching r competing u sex4grades
1191,2019-10-07 12:20:31,@BBCAfrica @kikimordi We all don’t support this #Sex4grades but why just Africa ?? Try US and the UK 😤,Ghana,False,Twitter for iPhone,0,neutral,19,bbcafrica kikimordi support sex4grades africa try u uk
1196,2019-10-07 12:19:48,"Anas' girlfriend who left him for a lecturer back in Uni is the cause of all this ooo😹
#sex4grades",,False,Twitter for Android,1,neutral,18,ana girlfriend left lecturer back uni cause ooo sex4grades
1202,2019-10-07 12:15:08,I want Venita to let this go and never give the goat the attention it doesnt deserve! just focus on making money… https://t.co/xyuMMCw5Il,South Africa,False,Twitter for Android,1,neutral,23,want venita let go never give goat attention doesnt deserve focus making money
1203,2019-10-07 12:14:27,"Right after we fight #Sex4Grades, we can shift to #Sex4Jobs #Sex4Promotion #MallamsMollesting Almajiri’s etc I beli… https://t.co/quNzHBuCsf",Right behind you,False,Twitter for iPhone,1,positive,17,right fight sex4grades shift sex4jobs sex4promotion mallamsmollesting almajiri etc beli
1204,2019-10-07 12:12:51,had a slight difference in the title by using the word ‘For’ instead of the figure ‘4’. BBC will amplify this hasht… https://t.co/MCLeV67T6f,Nigeria,False,Twitter Web App,9,negative,23,slight difference title using word instead figure 4 bbc amplify hasht
1205,2019-10-07 12:08:14,✅ Some months ago when Youth Alive Foundation launched a report on the 51.7%  prevalence of Sexual Harassment on Te… https://t.co/Vhx6yacizy,Nigeria,False,Twitter Web App,15,positive,22,month ago youth alive foundation launched report 51 7 prevalence sexual harassment te
1207,2019-10-07 12:07:09,I want to become a lecturer 👨‍🏫 in future 🙏🏿if the Government no pay me kraa I will be okay… https://t.co/79n7ALyDs2,"Accra, Ghana",False,Twitter for iPhone,1,positive,21,want become lecturer future government pay kraa okay
1208,2019-10-07 12:02:08,"Watch this space..... 
Sexual Harassment in Higher Education (SHE) will be a thing of the past in no time. 
Our ins… https://t.co/lHnVDjegEN",Nigeria,False,Twitter for Android,10,positive,22,watch space sexual harassment higher education thing past time in
1209,2019-10-07 12:01:38,"#Sex4Grades

If you have been harassed and molested and will like to share your story with BBC Africa, kindly use t… https://t.co/EWxTEhG9Y9",,False,Twitter for Android,1,positive,21,sex4grades harassed molested like share story bbc africa kindly use
1211,2019-10-07 11:57:06,Sexual harassment has become a common social disorder among students in tertiary institutions in Nigeria and the wo… https://t.co/GZTjhYvBvp,Nigeria,False,Twitter for Android,21,positive,19,sexual harassment become common social disorder among student tertiary institution nigeria wo
1212,2019-10-07 11:50:50,"I will never destroy this lecturers, I will give them maturity.

#mondaythoughts #BBCAfricaEye #MondayMood #everymindmatters #sex4grades",Port Harcourt,False,Twitter for Android,0,positive,15,never destroy lecturer give maturity mondaythoughts bbcafricaeye mondaymood everymindmatters sex4grades
1214,2019-10-07 11:47:59,"Omo... see groove! Lock the door, switch off this light, I'll kiss you for a minute 😅😅 #Sex4Grades","Lagos, Nigeria",False,Twitter for Android,0,positive,18,omo see groove lock door switch light kiss minute sex4grades
1216,2019-10-07 11:35:42,God please take 5mins of your time to punish all those lecturers who are into #sex4grades,Lagos,False,Twitter Web App,0,neutral,16,god please take 5mins time punish lecturer sex4grades
1218,2019-10-07 11:31:59,At this moment the best song to play is 🎼 Can I be your side niggar 🎼 by @Shakerthis ft @1RealJoeyB . #Sex4Grades #BBCAfricaEye,"Accra, Ghana",False,Twitter for iPhone,0,positive,24,moment best song play side niggar shakerthis ft 1realjoeyb sex4grades bbcafricaeye
1224,2019-10-07 11:25:11,"Pastor in a cold room😁😁
Oh Lord of mercy, what a pepper dem scenario... #sex4grades","Lagos,Nigeria",False,Twitter Web App,0,negative,14,pastor cold room oh lord mercy pepper dem scenario sex4grades
1225,2019-10-07 11:25:01,Was any Female lecturer captured? #Sex4grades,Here and there! ,False,Twitter for iPhone,0,neutral,6,female lecturer captured sex4grades
1226,2019-10-07 11:22:59,"Dear @FMENigeria the culture of #Sex4Grades in @NigeriaGov Higher Education institutions needs to STOP.
If you will… https://t.co/Jyd9kQoR0t",info@eduplana.com,False,Twitter Web App,2,positive,17,dear fmenigeria culture sex4grades nigeriagov higher education institution need stop
1227,2019-10-07 11:20:13,My opinion of Mr Boniface. He is a very small fraction of the many fraction of lecturers in UNILAG that sexually ab… https://t.co/hKDO3oNrOR,"Lagos, Nigeria",False,Twitter Web App,8,positive,23,opinion mr boniface small fraction many fraction lecturer unilag sexually ab
1231,2019-10-07 11:14:59,The real beneficiaries of this #Sex4Grades are out there. Don’t be deceived,"ÜT: 5.6290755,-0.1901564",False,Twitter for iPhone,0,positive,12,real beneficiary sex4grades deceived
1232,2019-10-07 11:14:59,@fccpcnigeria should set up a whistleblower framework to shine the light on this grave misconduct. Any conduct that… https://t.co/M4By01JyDk,"Lagos, Nigeria",False,Twitter Web App,0,positive,19,fccpcnigeria set whistleblower framework shine light grave misconduct conduct
1233,2019-10-07 11:13:06,"Hrrrrrr #Ghana my uncle's land is sweet too much..
@dainjunior
@veravee20
#Sex4Grades
#YClique
#MMRS
#Yat5",Abuakwa Kumasi (Ashanti) ,False,Mobile Web (M2),2,positive,9,hrrrrrr ghana uncle land sweet much dainjunior veravee20 sex4grades yclique mmrs yat5
1234,2019-10-07 11:12:50,"✅ 
""Although no one can go back and make a brand new start, anyone can go back and start a brand new ending""-
Maria… https://t.co/qV8P0ynH9f",Nigeria,False,Twitter Web App,1,positive,24,although one go back make brand new start anyone go back start brand new ending maria
1236,2019-10-07 11:09:10,@_paah_paah_paah #sex4Grades.😎,"Greater Accra, Ghana",False,Twitter for Android,0,neutral,2,paah paah paah sex4grades
1240,2019-10-07 10:59:10,By now Dr Boniface should have seen the news and will be preparing what lies to tell his wife and congregation when… https://t.co/VKCoktzJT4,"Benin-City, Nigeria",False,Twitter for Android,0,neutral,23,dr boniface seen news preparing lie tell wife congregation
1241,2019-10-07 10:58:46,"If you don't speak out against evils being perpetrated by evil men in the society, remember that you or your loved… https://t.co/ZtEvKbGjBe","Abeokuta, Nigeria",False,Twitter for Android,0,negative,22,speak evil perpetrated evil men society remember loved
1242,2019-10-07 10:56:22,How many guys have told you you look beautiful today? #BBCAfricaEye #Sex4Grades,"Accra,Ghana",False,Twitter for Android,0,positive,12,many guy told look beautiful today bbcafricaeye sex4grades
1243,2019-10-07 10:52:48,"It is important we push for the implementation of the VAPP Act, so perpetrators of sexual violence will not get awa… https://t.co/bbTijPOHto","Abuja, Nigeria",False,Twitter for iPhone,3,positive,22,important push implementation vapp act perpetrator sexual violence get awa
1246,2019-10-07 10:49:17,"Alexa, play me: ""Mr. Lecturer"" by Eedris Abdulkareem! 😪
#BBCAfricaEye #Sex4grades",Lagos | Derby City ,False,Twitter for Android,1,neutral,10,alexa play mr lecturer eedris abdulkareem bbcafricaeye sex4grades
1247,2019-10-07 10:48:31,#Sex4grades pastor boniface all the women and girls in the church no reach you abi,GH,False,Twitter for iPhone,0,neutral,15,sex4grades pastor boniface woman girl church reach abi
1249,2019-10-07 10:45:58,"On my way to Unilag this mornning to see one Lecturer, Dr Boniface, i ordered Uber from Jibowu to Yaba, the stuff s… https://t.co/8tKrKrQomR","Sixfigures Studios , Nigeria",False,Twitter Web App,0,neutral,24,way unilag mornning see one lecturer dr boniface ordered uber jibowu yaba stuff
1250,2019-10-07 10:45:45,"Today is Dr. Boniface's day, tomorrow may be your own. 
#Sex4grades
#Sex4anointing
#Sex4employment
#Sex4promotion… https://t.co/CVIGWJY6LJ",Temporarily in Nigeria,False,Twitter for Android,1,neutral,12,today dr boniface day tomorrow may sex4grades sex4anointing sex4employment sex4promotion
1251,2019-10-07 10:44:42,"So per the much awaited #sex4grades documentary, some lecturers have been sleeping with people's daughters just to… https://t.co/UZzCTrmAKz","Tema, Ghana",False,Twitter for Android,0,positive,18,per much awaited sex4grades documentary lecturer sleeping people daughter
1254,2019-10-07 10:40:06,"What's in my mind is another thing. What's in autocorrect's mind is another. 

Dear autocorrect please respect your… https://t.co/9arTDwTN75",Nigeria,False,Twitter for Android,0,neutral,19,mind another thing autocorrect mind another dear autocorrect please respect
1258,2019-10-07 10:32:57,Who are we kidding? #Sex4grades happens in the senior high also. We knew all about it so why are we acting hypocrit… https://t.co/thtnfim9OG,,False,Twitter for Android,1,positive,23,kidding sex4grades happens senior high also knew acting hypocrit
1259,2019-10-07 10:31:33,"Switch off the light.

I'll kiss you for a minute.

Ojigbijigbi. 

#Sex4Grades",Nigeria,False,Twitter for Android,0,positive,10,switch light kiss minute ojigbijigbi sex4grades
1260,2019-10-07 10:31:04,"Sexually transmitted Degrees 😒
#Sex4Grades #BBCAfricaEye #SharingIsCaring Let me be your side guy Ampa 🤣🤣🤫🤫👏👏👏 No W… https://t.co/JXsnGtzIKJ",Ghana,False,Twitter for Android,0,positive,17,sexually transmitted degree sex4grades bbcafricaeye sharingiscaring let side guy ampa w
1261,2019-10-07 10:31:00,#sex4grades.  😅😅😅 https://t.co/FBZDDVHQ1h,La,False,Twitter for Android,0,neutral,4,sex4grades
1264,2019-10-07 10:28:03,I chatted up my friend in Federal University of Technology Akure about this whole #Sex4Grades #SexForGrades matter.… https://t.co/RyUEv0tyks,either in d toilet or kitchen,False,Twitter for Android,4,positive,18,chatted friend federal university technology akure whole sex4grades sexforgrades matter
1265,2019-10-07 10:27:58,when I say the level of education  is very low is bullshit theory application. university of ghana is a shithole #sex4grades,Worldwide ,False,Mobile Web (M2),0,neutral,22,say level education low bullshit theory application university ghana shithole sex4grades
1266,2019-10-07 10:22:45,"WITH QUALITY JERSEYS, PEPPER THEM.. 
DM📞Whatsapp 08084087085
#TachaRebrand ikeja Abuja #Sex4Grades #Rema… https://t.co/h75gjxMOVF","Lagos, Nigeria  ",False,Twitter for Android,0,neutral,12,quality jersey pepper dm whatsapp 08084087085 tacharebrand ikeja abuja sex4grades rema
1268,2019-10-07 10:20:48,God punish all these lectures involved in #Sex4Grades nonsense,"Abuja, Nigeria",False,Twitter for iPhone,0,neutral,9,god punish lecture involved sex4grades nonsense
1269,2019-10-07 10:17:22,#Sex4Grades reminds me of Olabisi Onabanjo Univ and some of its notorious lecturers back then in 04/05 Mini Campus.… https://t.co/foEhn8q48T,,False,Twitter for Android,0,neutral,20,sex4grades reminds olabisi onabanjo univ notorious lecturer back 04 05 mini campus
1270,2019-10-07 10:15:25,“Honestly I think nothing really is going to change. The universities will distance themselves and expel the lectur… https://t.co/fPKdaQMX1K,🌍,False,Twitter for iPhone,0,positive,19,honestly think nothing really going change university distance expel lectur
1271,2019-10-07 10:15:15,"I forgot to mention, Secondary schools teachers are also bunch of rapist and perverts. Their cases must be looked into too. #Sex4Grades","Port Harcourt, Nigeria",False,Twitter for Android,0,negative,22,forgot mention secondary school teacher also bunch rapist pervert case must looked sex4grades
1275,2019-10-07 10:08:02,I pray and hope the BBC #Sex4Grades report will help stop or reduce sexual harassment in our Universities. I've hea… https://t.co/2HeHyP7Lmi,"Port Harcourt, Nigeria",False,Twitter for Android,0,positive,21,pray hope bbc sex4grades report help stop reduce sexual harassment university hea
1279,2019-10-07 09:54:31,"@akinalabi Uncle @akinalabi, Move a motion for the prosecution of those exposed in #Sex4Grades documentary",,False,Twitter for Android,0,neutral,15,akinalabi uncle akinalabi move motion prosecution exposed sex4grades documentary
1280,2019-10-07 09:53:50,I'm just very happy the end of #BBNaiija coincided with the release of the #BBCAfricaEye and the growing online pre… https://t.co/rcnPokdznx,"Victoria Island, Nigeria",False,Twitter for Android,1,positive,21,happy end bbnaiija coincided release bbcafricaeye growing online pre
1282,2019-10-07 09:52:19,"@benkoku, the numbers coming from free education will worsen this trade of #sex4grades. Only morality can curb this. #CitiCBS",On your screen ,False,Twitter for Android,0,positive,19,benkoku number coming free education worsen trade sex4grades morality curb citicbs
1283,2019-10-07 09:52:10,Dr. Boniface appears like a man who would beat the hell out of his kids if they tried indulging in any act of immor… https://t.co/NAjax0UVcH,"Port Harcourt,Nigeria",False,Twitter for Android,0,neutral,25,dr boniface appears like man would beat hell kid tried indulging act immor
1285,2019-10-07 09:49:26,"Shame on our local media houses! 
You guys aren't even doing the local job as your name implies! 

It took BBC to u… https://t.co/pXxbeHZZC9","Port Harcourt,Nigeria",False,Twitter for Android,1,neutral,24,shame local medium house guy even local job name implies took bbc u
1286,2019-10-07 09:48:50,This #sex4grades thing should be moved to UNILORIN faculty of arts precisely.. They have a lot of flushing to do es… https://t.co/5s7dnohWFU,"Lagos, Nigeria",False,Twitter Web App,4,positive,22,sex4grades thing moved unilorin faculty art precisely lot flushing e
1287,2019-10-07 09:46:52,Just because you haven’t heard of or experienced the harassment in schools doesn’t mean it doesn’t happen. This ord… https://t.co/oiZvwucHfH,Nigeria,False,Twitter for iPhone,8,positive,20,heard experienced harassment school mean happen ord
1290,2019-10-07 09:45:43,@benkoku let us not look like it's just the lectures who propose this sex thing. Even some of these students offer… https://t.co/LRfxigIRzP,Accra..,False,Twitter for Android,0,neutral,22,benkoku let u look like lecture propose sex thing even student offer
1292,2019-10-07 09:43:19,And to think you all laughed when I failed my exams #sex4grades .. https://t.co/0NcUUNMYgJ,"Leeds, England",False,Twitter for Android,2,positive,14,think laughed failed exam sex4grades
1296,2019-10-07 09:31:12,"The same issue made my course mate to go and get married so as to discourage the lecturers, and it didn't work beca… https://t.co/W9NmVFjmxN","Lagos, Nigeria ",False,Twitter for Android,0,positive,24,issue made course mate go get married discourage lecturer work beca
1297,2019-10-07 09:31:03,"What at all is in dat small hole with bushy entrance, that is causing so much Havoc for  kings n great men?
#SEX4GRADES nsɛmsɛm 😒","Accra , Ghana",False,Facebook,0,positive,25,dat small hole bushy entrance causing much havoc king n great men sex4grades n m
1299,2019-10-07 09:30:31,"#BimmerFest2019 @bmwclubnigeria  
Dx2 controls the microphone 
#Runsewe #Rema #uniport #Foursquare #Oloni… https://t.co/T1v17YluEd",WEST / TOP OF THE WORLD ,False,Twitter for Android,0,neutral,13,bimmerfest2019 bmwclubnigeria dx2 control microphone runsewe rema uniport foursquare oloni
1301,2019-10-07 09:23:08,I feel pain for #sex4grades because I have heard a story from a friend and more importantly seen what it did to som… https://t.co/VaEWkYFRRz,Nomadic Nigerian,False,Twitter for Android,0,positive,24,feel pain sex4grades heard story friend importantly seen som
1305,2019-10-07 09:13:18,"I mean, students are worrying about studies, university environment, finding theirselves, various insecurities, etc… https://t.co/dedyZjwzWd",Nigeria,False,Twitter for iPhone,1,negative,15,mean student worrying study university environment finding theirselves various insecurity etc
1309,2019-10-07 09:08:27,"This lecturer went as far as threatening to move her project to his specialty, so he could supervise her.  She wasn… https://t.co/8Xynb9dPl7",Nigeria,False,Twitter for iPhone,1,positive,23,lecturer went far threatening move project specialty could supervise
1310,2019-10-07 09:08:19,Nothing new here. It’s been going on since forever #Sex4grades,,False,Twitter for iPhone,0,positive,10,nothing new going since forever sex4grades
1311,2019-10-07 09:06:56,"E be you start this whole thing way BBC see , nor dem start Dey do expose’ 😆 
#sex4grades https://t.co/atS23Qzjdh","Tema, Ghana",False,Twitter for iPhone,0,positive,20,e start whole thing way bbc see dem start dey expose sex4grades
1312,2019-10-07 09:05:35,Here I am hoping this investigation was done in University of Abuja. I remember advising a friend on steps to take… https://t.co/pRRl8E4PXs,Nigeria,False,Twitter for iPhone,4,neutral,22,hoping investigation done university abuja remember advising friend step take
1313,2019-10-07 09:04:12,"Sex for grades is not even gender discriminatory, I know of a guy who failed a course because he was going out with… https://t.co/hVyFusXchn",Port Harcourt. ,False,Twitter for Android,2,negative,24,sex grade even gender discriminatory know guy failed course going
1314,2019-10-07 09:03:58,"@Nwanlecha1 I have like 15mins free , if it's to do with the #sex4grades just point me there and I will abuse them for 2","Lagos, Nigeria",False,Twitter for Android,0,positive,25,nwanlecha1 like 15mins free sex4grades point abuse 2
1316,2019-10-07 08:59:55,"He asked her to switch of the light, lock the door, he wanted to kiss her for a minute. Lol. That's how all these D… https://t.co/byjpTbDslV","Lagos, Nigeria",False,Twitter for Android,0,positive,26,asked switch light lock door wanted kiss minute lol
1319,2019-10-07 08:47:04,"Let me be your side guy errr 🤦‍♂️ 
#Sex4Grades https://t.co/4nAIv0vMD3","Tema, Ghana",False,Twitter for iPhone,0,neutral,10,let side guy errr sex4grades
